date,Durchfall,Angst,Rachenschmerzen,Fieber,Entzündung,Muskelschmerzen,Schock,trockener Husten,Sputum,Husten,Kopfschmerzen,Erbrechen,Übelkeit,Lymphopenie,Pneumonie,respiratorische Insuffizienz,Dyspnoe,Hypoxämie,Müdigkeit,Ausfluss,ensemble_trend,harmonic_p,Holm_pval(alpha=0.05),up/down trend
2020-12-20,0,-1,0,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,1,1,1,-1,8.957693841933106e-15,1.7288349114930894e-12,-1
2020-12-21,0,-1,0,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,0,-1,0,1,1,1,-1,3.020068608561788e-14,5.043514576298186e-12,-1
2020-12-22,0,-1,0,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,0,-1,0,1,1,1,-1,3.479428833124735e-14,5.636674709662071e-12,-1
2020-12-23,0,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,1,1,-1,1.1585060613311042e-14,2.143236213462543e-12,-1
2020-12-24,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,1,1,-1,2.5040415006075602e-15,5.458810471324481e-13,-1
2020-12-25,-1,0,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,1,1,-1,2.3566735273070064e-14,4.053478466968051e-12,-1
2020-12-26,-1,0,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,1.7642439755316713e-14,3.100445558967904e-12,-1
2020-12-27,-1,0,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,5.302767815850189e-15,1.065856330985888e-12,-1
2020-12-28,-1,0,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,1.2073075121389947e-15,2.8130265032838574e-13,-1
2020-12-29,-1,0,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,1.6827673007572756e-16,4.64443775009008e-14,-1
2020-12-30,-1,0,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,1.844143164140165e-17,6.445542171685286e-15,-1
2020-12-31,-1,0,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,1.1760943728274893e-18,5.304185621451977e-16,-1
2021-01-01,-1,0,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,1,1,0,100.0,1.0,0
2021-01-02,-1,0,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,1,1,0,100.0,1.0,0
2021-01-03,-1,0,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,1.5272656842911167e-24,1.1958490307999444e-21,-1
2021-01-04,-1,0,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,2.5173806203536743e-23,1.9081745102280852e-20,-1
2021-01-05,-1,0,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,5.38103141704467e-21,3.476146295410857e-18,-1
2021-01-06,-1,0,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,1,-1,7.340221758724561e-20,4.095843741368305e-17,-1
2021-01-07,-1,0,-1,-1,1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,1,1,0,1,-1,5.505367105062692e-20,3.1490699840958596e-17,-1
2021-01-08,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,1,1,1,0,1,-1,3.2786977531875955e-19,1.6327914810874226e-16,-1
2021-01-09,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,1,1,1,0,1,-1,1.1984400288814629e-17,4.290415303395638e-15,-1
2021-01-10,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,1,1,1,0,1,-1,1.3055988015324697e-16,3.707900596352214e-14,-1
2021-01-11,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,-1,1,-1,1.0329604718803098e-17,3.759976117644328e-15,-1
2021-01-12,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,1,-1,1,-1,8.253050270364551e-19,3.8129092249084227e-16,-1
2021-01-13,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,1,-1,1,-1,2.249060954078888e-19,1.1627645132587852e-16,-1
2021-01-14,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,1,-1,1,-1,2.0053073434027766e-19,1.044957848003801e-16,-1
2021-01-15,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,1,-1,1,-1,3.6205594837855123e-19,1.788556384990043e-16,-1
2021-01-16,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,0,100.0,1.0,0
2021-01-17,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,0,100.0,1.0,0
2021-01-18,-1,1,-1,-1,1,0,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1.8110329197422234e-21,1.2224472208260009e-18,1
2021-01-19,-1,1,-1,-1,1,0,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,3.6667041758119197e-19,1.8003517503236526e-16,1
2021-01-20,-1,1,-1,-1,1,0,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1.6072643477452237e-17,5.689715791018092e-15,1
2021-01-21,-1,1,-1,-1,1,0,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,0,0,100.0,1.0,0
2021-01-22,-1,1,-1,-1,1,0,-1,-1,-1,-1,0,1,1,1,1,1,1,1,-1,0,1,7.45716299428412e-19,3.482495118330684e-16,1
2021-01-23,-1,1,-1,-1,1,1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,-1,0,1,3.438678096140137e-21,2.2729662215486307e-18,1
2021-01-24,-1,1,-1,-1,1,1,-1,-1,-1,0,0,1,1,1,0,1,1,1,-1,0,1,3.672259508042566e-22,2.596287472186094e-19,1
2021-01-25,-1,1,-1,-1,1,1,-1,-1,-1,0,0,1,1,1,0,1,1,1,-1,0,1,1.8903526713208093e-20,1.1436633661490897e-17,1
2021-01-26,-1,1,-1,-1,1,1,-1,-1,-1,0,1,1,1,1,0,1,1,0,-1,-1,1,3.745901966246625e-18,1.5245821002623764e-15,1
2021-01-27,-1,1,-1,-1,1,1,-1,-1,-1,0,1,1,1,1,0,1,1,0,-1,-1,1,6.894142825505037e-19,3.2402471279873677e-16,1
2021-01-28,-1,1,-1,-1,1,1,-1,-1,-1,0,1,1,1,1,0,1,1,0,-1,-1,1,1.9158107376823442e-17,6.590388937627264e-15,1
2021-01-29,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,-1,1,5.947399737575797e-15,1.1775851480400077e-12,1
2021-01-30,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,100.0,1.0,0
2021-01-31,-1,1,-1,0,1,1,-1,-1,-1,1,1,1,1,0,-1,1,0,-1,0,-1,0,100.0,1.0,0
2021-02-01,-1,1,-1,0,1,1,-1,-1,-1,1,1,1,1,0,-1,1,0,-1,0,-1,0,100.0,1.0,0
2021-02-02,-1,1,-1,0,1,1,-1,0,-1,1,1,1,1,0,-1,1,0,-1,0,-1,1,5.690451564797083e-12,6.08878317433288e-10,1
2021-02-03,-1,1,-1,0,1,1,-1,0,-1,1,1,1,1,0,-1,1,0,-1,0,-1,1,9.989964431167836e-14,1.4485448425193362e-11,1
2021-02-04,-1,1,-1,0,1,1,-1,0,-1,1,1,1,1,-1,-1,1,0,-1,0,-1,0,100.0,1.0,0
2021-02-05,-1,0,-1,1,0,1,-1,0,-1,1,1,1,1,-1,-1,1,-1,-1,0,-1,-1,5.954752761385477e-14,8.872581614464361e-12,-1
2021-02-06,-1,0,-1,1,0,1,-1,1,-1,1,1,1,1,-1,-1,1,-1,-1,1,-1,0,100.0,1.0,0
2021-02-07,-1,0,-1,1,0,1,-1,1,-1,1,1,1,1,-1,-1,1,-1,-1,1,-1,0,100.0,1.0,0
2021-02-08,-1,0,-1,1,0,1,0,1,-1,1,1,1,1,-1,-1,0,-1,-1,1,-1,0,100.0,1.0,0
2021-02-09,-1,0,-1,1,0,1,0,1,-1,1,1,1,1,-1,-1,0,-1,-1,1,-1,0,100.0,1.0,0
2021-02-10,-1,0,-1,1,-1,1,0,1,-1,1,1,1,1,-1,-1,0,-1,-1,1,-1,-1,1.96402991899515e-12,2.2389941076544707e-10,-1
2021-02-11,0,-1,-1,1,-1,1,0,1,-1,1,1,0,1,-1,-1,0,-1,-1,1,-1,-1,2.8048714106811437e-12,3.1695046940696925e-10,-1
2021-02-12,0,-1,-1,1,-1,1,1,1,-1,1,1,0,1,-1,0,0,-1,-1,1,-1,0,100.0,1.0,0
2021-02-13,0,-1,-1,1,-1,1,1,1,-1,1,1,0,1,-1,0,-1,-1,-1,1,-1,-1,3.876515437126292e-12,4.2254018264676584e-10,-1
2021-02-14,0,-1,-1,1,-1,1,1,1,0,1,1,0,1,-1,0,-1,-1,-1,1,-1,0,100.0,1.0,0
2021-02-15,0,-1,-1,1,-1,1,1,1,0,1,1,0,1,-1,0,-1,-1,-1,1,-1,0,100.0,1.0,0
2021-02-16,1,-1,-1,1,-1,1,1,1,0,1,1,-1,1,-1,0,-1,-1,-1,1,-1,0,100.0,1.0,0
2021-02-17,1,-1,-1,1,-1,1,1,1,0,1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,1.858927641650208e-16,5.09346173812157e-14,1
2021-02-18,1,-1,-1,1,-1,1,1,1,0,1,1,-1,1,-1,1,-1,-1,-1,1,0,1,9.93666055735717e-17,2.9015048827482936e-14,1
2021-02-19,1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1,1,0,1,5.940753903568682e-19,2.8218581041951236e-16,1
2021-02-20,1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1,1,0,1,1.3653267562550873e-20,8.465025888781541e-18,1
2021-02-21,1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1,1,0,1,3.6312023633480463e-19,1.788556384990043e-16,1
2021-02-22,1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1,1,0,1,4.4315238143258316e-18,1.7814725733589844e-15,1
2021-02-23,1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1,1,1,1,2.8007512218128864e-17,9.186464007546268e-15,1
2021-02-24,1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1,1,1,1,7.252045453321285e-19,3.401209317607683e-16,1
2021-02-25,1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1,1,1,1,1.5890627853485735e-19,8.485595273761383e-17,1
2021-02-26,1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1,1,1,1,8.975823570168616e-18,3.3300305445325566e-15,1
2021-02-27,1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1,1,1,1,2.888031697819621e-16,7.537762731309211e-14,1
2021-02-28,1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1,1,1,1,9.492512656859222e-19,4.347570796841524e-16,1
2021-03-01,1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1,1,1,1,1.0726668703043656e-19,5.878214449267924e-17,1
2021-03-02,1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1,1,1,1,2.769497286232702e-18,1.1631888602177348e-15,1
2021-03-03,1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1,1,1,1,1.8684981491225563e-17,6.502373558946496e-15,1
2021-03-04,1,-1,-1,1,-1,1,1,1,1,1,1,0,1,-1,1,-1,-1,-1,1,1,1,1.617557556521466e-16,4.51298558269489e-14,1
2021-03-05,1,-1,-1,1,-1,1,1,1,1,1,1,0,1,-1,1,-1,-1,-1,1,1,1,8.694033726350642e-18,3.234180546202439e-15,1
2021-03-06,1,-1,-1,1,-1,1,1,1,1,1,1,0,1,-1,1,-1,-1,-1,1,1,1,1.518865774875962e-19,8.171497868832675e-17,1
2021-03-07,1,-1,-1,1,-1,1,1,1,1,1,1,0,1,-1,1,-1,-1,-1,1,1,1,1.43128640428517e-20,8.831037114439498e-18,1
2021-03-08,1,-1,-1,1,-1,1,1,1,1,1,1,0,1,-1,1,-1,-1,-1,1,1,1,8.962293084747912e-21,5.6372823503064365e-18,1
2021-03-09,1,-1,-1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,1,2.3588152878046467e-20,1.4105715421071787e-17,1
2021-03-10,1,0,-1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1.2589646354748899e-19,6.836177970628652e-17,1
2021-03-11,1,0,-1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1.1244463336943456e-19,6.15072144530807e-17,1
2021-03-12,1,0,-1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,1,2.897889899932426e-20,1.7068571510601988e-17,1
2021-03-13,1,0,-1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,1,6.532262081098434e-19,3.083227702278461e-16,1
2021-03-14,1,0,-1,0,-1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1.3118653681643807e-18,5.837800888331494e-16,1
2021-03-15,1,1,-1,0,-1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1.6142743080007436e-19,8.604082061643963e-17,1
2021-03-16,1,1,-1,0,-1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1.7583537369265754e-18,7.613671680892071e-16,1
2021-03-17,0,1,-1,0,-1,1,1,1,1,1,1,1,1,-1,1,0,-1,-1,1,1,1,1.2575066883086832e-15,2.8796903162268847e-13,1
2021-03-18,0,1,-1,0,-1,1,1,1,1,1,1,1,0,-1,1,0,-1,-1,1,1,1,5.1645615553429425e-15,1.0432414341792745e-12,1
2021-03-19,0,1,-1,-1,-1,1,1,1,1,1,1,1,0,-1,1,0,-1,-1,1,1,1,1.1109071469848951e-14,2.077396364861754e-12,1
2021-03-20,0,1,-1,-1,-1,1,1,1,1,1,1,1,0,-1,1,0,0,-1,1,1,1,3.1974546745726556e-14,5.307774759790609e-12,1
2021-03-21,0,1,-1,-1,-1,1,1,1,1,1,1,1,0,-1,1,0,0,-1,1,1,1,1.5414831367023167e-13,2.1426615600162203e-11,1
2021-03-22,-1,1,-1,-1,-1,1,1,1,1,1,1,1,0,-1,1,1,0,-1,1,1,1,7.174370288391748e-13,8.680988048954015e-11,1
2021-03-23,-1,1,-1,-1,-1,1,1,1,0,1,1,1,-1,-1,1,1,0,-1,1,1,1,1.962426496034273e-13,2.551154444844555e-11,1
2021-03-24,-1,1,-1,-1,-1,1,1,1,0,1,1,1,-1,-1,0,1,0,-1,1,1,1,1.187251390169455e-13,1.6977694879423207e-11,1
2021-03-25,-1,1,-1,-1,-1,1,1,1,0,1,1,1,-1,-1,0,1,1,-1,1,1,1,1.7655863036822224e-13,2.383541509971e-11,1
2021-03-26,-1,1,-1,-1,-1,1,1,1,0,1,0,1,-1,-1,0,1,1,-1,1,0,1,1.8667341102799065e-13,2.482522297218968e-11,1
2021-03-27,-1,1,0,-1,-1,1,1,1,0,1,0,1,-1,-1,0,1,1,-1,1,0,1,1.3615141083675101e-13,1.9197348927981892e-11,1
2021-03-28,-1,1,0,-1,-1,1,1,1,-1,1,0,1,-1,-1,0,1,1,-1,1,0,1,4.038422624247221e-14,6.380707746310609e-12,1
2021-03-29,-1,1,0,-1,-1,1,1,1,-1,1,0,1,-1,-1,-1,1,1,-1,1,0,1,4.052443624854033e-15,8.46960717594493e-13,1
2021-03-30,-1,1,0,-1,-1,1,1,1,-1,1,0,1,-1,-1,-1,1,1,-1,1,0,1,1.9751134087245507e-16,5.313055069469041e-14,1
2021-03-31,-1,1,0,-1,-1,1,1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,1.0539880635648003e-21,7.272517638597122e-19,-1
2021-04-01,-1,1,0,-1,-1,1,1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,1.2045827589713694e-21,8.251391898953881e-19,-1
2021-04-02,-1,1,0,-1,0,0,1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,1.2512853047948693e-21,8.546278631748957e-19,-1
2021-04-03,-1,1,0,-1,0,0,1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,1.8061624836449803e-21,1.2209658389440066e-18,-1
2021-04-04,-1,1,0,-1,0,0,1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,3.614172867847097e-21,2.3708974013076955e-18,-1
2021-04-05,-1,1,0,-1,0,0,1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,9.164206418234927e-21,5.7367932178150644e-18,-1
2021-04-06,-1,1,0,-1,0,0,1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,2.4190992961055378e-20,1.444202279775006e-17,-1
2021-04-07,-1,1,0,-1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,6.250125587075667e-20,3.537571082284828e-17,-1
2021-04-08,-1,1,0,-1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,1.1775123764757534e-19,6.417442451792856e-17,-1
2021-04-09,-1,1,0,-1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,1.682751414130487e-19,8.935410009032885e-17,-1
2021-04-10,-1,1,0,0,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,0,100.0,1.0,0
2021-04-11,-1,1,0,0,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,0,100.0,1.0,0
2021-04-12,-1,1,0,0,1,-1,1,0,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,5.759473957906158e-20,3.277140682048604e-17,-1
2021-04-13,-1,0,0,0,1,-1,0,0,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,1.6143623690646487e-20,9.863754074985003e-18,-1
2021-04-14,-1,0,0,1,1,-1,0,0,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,2.6271622143897486e-21,1.7523171969979622e-18,-1
2021-04-15,-1,0,0,1,1,-1,0,0,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,6.563644237588129e-22,4.574860033598926e-19,-1
2021-04-16,-1,0,0,1,1,-1,0,0,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,6.099370005256255e-23,4.49523569387386e-20,-1
2021-04-17,-1,0,0,1,1,-1,0,-1,-1,1,-1,1,0,-1,-1,0,1,-1,1,-1,-1,3.17142952518125e-24,2.4673721705910124e-21,-1
2021-04-18,-1,-1,0,1,1,-1,-1,-1,-1,1,-1,1,0,-1,-1,0,1,-1,1,-1,-1,9.12675109551886e-26,7.383541636274758e-23,-1
2021-04-19,-1,-1,0,1,1,-1,-1,-1,-1,1,-1,1,0,-1,-1,0,1,-1,1,-1,-1,7.671046396139499e-28,6.4283368799649e-25,-1
2021-04-20,-1,-1,0,1,1,-1,-1,-1,-1,0,-1,1,0,-1,-1,0,1,-1,1,-1,-1,1.1763451784131303e-29,1.001069746829574e-26,-1
2021-04-21,0,-1,0,1,1,-1,-1,-1,-1,0,-1,1,0,-1,-1,0,1,-1,1,-1,-1,6.385747919400488e-29,5.389571243974012e-26,-1
2021-04-22,0,-1,0,1,1,-1,-1,-1,-1,0,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,6.362434789702371e-27,5.261733571083861e-24,-1
2021-04-23,0,-1,0,1,1,-1,-1,-1,-1,0,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,2.9839376211841605e-25,2.3931179721896966e-22,-1
2021-04-24,0,-1,0,1,1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1,1,-1,1,-1,-1,3.660104292911672e-24,2.8402409312994573e-21,-1
2021-04-25,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,2.713923150488599e-23,2.051725901769381e-20,-1
2021-04-26,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,6.818663778329036e-22,4.745789989717009e-19,-1
2021-04-27,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,0,0,-1,9.405905696754758e-21,5.869285154774969e-18,-1
2021-04-28,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,0,0,-1,8.226503773229619e-20,4.5410300828227495e-17,-1
2021-04-29,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,0,0,-1,5.250320865572931e-19,2.5411552989372983e-16,-1
2021-04-30,1,-1,0,1,0,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,-1,-1,0,0,-1,2.8387542818275703e-18,1.1865992898039244e-15,-1
2021-05-01,1,-1,0,1,0,-1,-1,-1,0,-1,0,1,1,-1,-1,-1,-1,-1,-1,0,-1,1.0182460885194544e-17,3.7165982230960085e-15,-1
2021-05-02,1,-1,0,1,0,-1,-1,-1,0,-1,0,1,1,-1,-1,-1,-1,-1,-1,1,-1,8.603225988452773e-18,3.2090032936928844e-15,-1
2021-05-03,1,-1,0,1,0,-1,-1,-1,0,-1,0,1,1,-1,-1,-1,-1,-1,-1,1,-1,6.346871123576899e-20,3.5859821848209476e-17,-1
2021-05-04,1,-1,0,1,0,-1,-1,-1,0,-1,0,1,1,-1,-1,-1,-1,-1,-1,1,-1,3.783898242156541e-21,2.4746694503703776e-18,-1
2021-05-05,1,-1,0,1,-1,-1,-1,-1,0,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,2.785666179425492e-20,1.6519000443993165e-17,-1
2021-05-06,1,-1,0,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,5.858395532194423e-19,2.7944546688567394e-16,-1
2021-05-07,1,-1,0,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,6.172202119729338e-18,2.3683360317914495e-15,-1
2021-05-08,1,-1,0,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,0,-1,1.945017074232748e-17,6.651958393875998e-15,-1
2021-05-09,1,-1,0,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,0,-1,2.436222317587618e-17,8.172630006787935e-15,-1
2021-05-10,1,-1,0,1,-1,0,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,0,-1,2.0299443381720653e-17,6.881493024284767e-15,-1
2021-05-11,1,-1,0,1,-1,0,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,0,-1,1.185793856305276e-17,4.264252831027856e-15,-1
2021-05-12,1,-1,0,1,-1,0,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,0,-1,1.945862055038752e-18,8.347748216116247e-16,-1
2021-05-13,1,-1,0,1,-1,0,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,6.653406708148167e-20,3.7392145699792695e-17,-1
2021-05-14,1,-1,0,1,-1,0,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,4.585694130933802e-22,3.209985891653661e-19,-1
2021-05-15,1,-1,0,1,-1,0,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,4.059592406548589e-23,3.024396342878699e-20,-1
2021-05-16,1,-1,0,1,-1,0,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,4.589430653017534e-21,2.9831299244613968e-18,-1
2021-05-17,1,-1,0,1,-1,0,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,2.977576067107381e-19,1.4977207617550127e-16,-1
2021-05-18,1,-1,0,1,-1,0,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,7.318813264680137e-20,4.0912166149561965e-17,-1
2021-05-19,1,-1,0,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,6.659170134152757e-20,3.7392145699792695e-17,-1
2021-05-20,1,-1,0,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,0,-1,-1,4.740275288897591e-20,2.7303985664050123e-17,-1
2021-05-21,1,-1,0,1,-1,-1,0,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,0,-1,-1,7.715942927197944e-23,5.663502108563291e-20,-1
2021-05-22,1,-1,0,1,-1,-1,0,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,0,-1,-1,6.403127040991036e-24,4.930407821563098e-21,-1
2021-05-23,1,-1,0,1,-1,-1,0,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,0,-1,-1,8.386793315823052e-23,6.139132707182475e-20,-1
2021-05-24,1,-1,0,1,-1,-1,0,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,0,-1,-1,9.0080497929467e-21,5.657055269970527e-18,-1
2021-05-25,1,-1,0,1,0,-1,1,0,1,0,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1.5862222106891693e-22,1.1484248805389587e-19,-1
2021-05-26,1,-1,0,1,0,0,1,1,1,0,-1,1,1,-1,-1,-1,-1,-1,1,-1,0,100.0,1.0,0
2021-05-27,1,-1,0,1,0,0,1,1,1,0,-1,1,1,-1,-1,-1,-1,-1,1,-1,0,100.0,1.0,0
2021-05-28,1,-1,0,1,0,0,1,1,1,0,-1,1,1,-1,-1,-1,-1,-1,1,-1,0,100.0,1.0,0
2021-05-29,1,-1,0,1,0,0,1,1,1,0,-1,1,1,-1,0,-1,-1,-1,1,-1,1,3.065274763591436e-21,2.032277168261122e-18,1
2021-05-30,1,-1,0,1,1,0,1,1,1,1,-1,1,1,-1,0,-1,-1,-1,1,-1,1,1.4183177659618235e-22,1.0282803803223221e-19,1
2021-05-31,1,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,0,-1,-1,-1,1,-1,1,1.5485463165976185e-21,1.051462948969783e-18,1
2021-06-01,1,-1,0,1,1,1,1,1,0,1,-1,1,1,-1,0,-1,-1,-1,1,-1,1,5.97553373821051e-19,2.8324029919117814e-16,1
2021-06-02,1,-1,0,1,1,1,1,1,0,1,-1,1,1,-1,0,-1,-1,-1,1,-1,1,9.192347602735501e-18,3.3827839178066644e-15,1
2021-06-03,1,-1,0,1,1,1,1,1,0,1,-1,1,1,-1,1,-1,-1,-1,1,-1,1,3.049540955563721e-18,1.2625099556033805e-15,1
2021-06-04,1,-1,0,1,1,1,1,1,0,1,-1,1,1,-1,1,-1,-1,-1,1,-1,1,1.3125294917129898e-18,5.837800888331494e-16,1
2021-06-05,1,-1,0,1,1,1,1,1,-1,1,-1,1,1,-1,1,-1,-1,-1,1,-1,1,7.920217804073296e-19,3.690821496698156e-16,1
