date,Husten,Ausfluss,Übelkeit,Schock,Hypoxämie,Erbrechen,Muskelschmerzen,Durchfall,Lungenentzündung,Halsentzündung,Fieber,Kopfschmerzen,Lymphopenie,Entzündung,trockener Husten,Atemnot,Sputum,Müdigkeit,respiratorische Insuffizienz,Angst,ensemble_trend,harmonic_p,Holm_pval(alpha=0.05),up/down trend
2020-03-18,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,1,1,1,1,-1,0,0,-1,-1,4.432447955178894e-12,2.6151442935555475e-10,-1
2020-03-19,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,1,1,1,1,-1,0,0,-1,-1,2.0657049952971746e-13,1.9830767954852878e-11,-1
2020-03-20,0,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,1,1,1,1,-1,0,0,-1,-1,6.169696252572067e-15,1.1784119842412648e-12,-1
2020-03-21,0,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,0,0,-1,-1,1.8250053266834936e-16,5.712266672519336e-14,-1
2020-03-22,0,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,0,0,-1,-1,5.353017087043678e-18,2.3339154499510436e-15,-1
2020-03-23,0,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,1,0,-1,0,0,-1,-1,1.0715997375946235e-19,6.097402506913408e-17,-1
2020-03-24,0,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,1,0,-1,0,0,-1,-1,1.6594667553032395e-20,1.0338477885539182e-17,-1
2020-03-25,-1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,1,1,1,0,-1,1,0,-1,-1,5.8709324543216445e-18,2.5421137527212722e-15,-1
2020-03-26,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,-1,1,1,1,0,-1,1,0,-1,-1,2.3752716819590357e-19,1.2921477949857155e-16,-1
2020-03-27,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,-1,1,1,0,0,-1,1,0,-1,-1,1.1986863972596831e-18,5.885550210545044e-16,-1
2020-03-28,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,-1,1,1,0,-1,-1,1,0,-1,-1,8.999867409701434e-16,2.276966454654463e-13,-1
2020-03-29,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,-1,1,1,0,-1,-1,1,0,-1,-1,2.5863789153180047e-13,2.301877234633024e-11,-1
2020-03-30,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,0,-1,-1,1,0,-1,-1,4.656056772261145e-13,3.8645271209767505e-11,-1
2020-03-31,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,0,-1,-1,1,0,-1,-1,2.833532147311234e-15,6.129620283165528e-13,-1
2020-04-01,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,1,0,-1,-1,2.2959996119190976e-17,9.000318478722863e-15,-1
2020-04-02,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,1,0,-1,-1,7.583443660424726e-18,3.19262978103881e-15,-1
2020-04-03,-1,-1,1,-1,1,-1,0,-1,-1,-1,-1,0,1,1,-1,-1,-1,1,0,-1,-1,1.446275554007409e-20,9.039222212546307e-18,-1
2020-04-04,-1,-1,1,-1,1,-1,0,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,-1,-1,4.611871334104121e-23,3.4081729159029454e-20,-1
2020-04-05,-1,0,1,-1,1,-1,0,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,-1,-1,2.1345410638533173e-25,1.701229227891094e-22,-1
2020-04-06,-1,0,1,-1,1,-1,0,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,-1,-1,8.143502361801802e-28,6.750963457933694e-25,-1
2020-04-07,-1,0,1,-1,1,-1,0,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,-1,-1,1.2549341874993481e-30,1.0679489935619452e-27,-1
2020-04-08,-1,0,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,-1,-1,3.4900784165555586e-33,2.990997202988114e-30,-1
2020-04-09,-1,0,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,0,-1,1.358003652933675e-32,1.161093123258292e-29,-1
2020-04-10,-1,0,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,0,-1,9.4153259222922e-30,7.984196382103785e-27,-1
2020-04-11,-1,0,1,-1,1,-1,1,-1,-1,-1,-1,1,0,1,-1,-1,-1,1,0,0,-1,7.630781185238072e-27,6.234348228339505e-24,-1
2020-04-12,-1,0,1,-1,1,-1,1,-1,-1,0,-1,1,0,1,-1,-1,-1,1,0,0,-1,2.4000957674148713e-24,1.8576741239791102e-21,-1
2020-04-13,-1,0,1,-1,0,-1,1,-1,-1,0,-1,1,0,1,-1,-1,-1,1,0,0,-1,1.5331219493768466e-22,1.0946490718550684e-19,-1
2020-04-14,-1,-1,1,-1,0,-1,1,-1,-1,0,-1,1,0,1,-1,-1,-1,1,0,1,-1,3.0691216859342496e-23,2.2895647777069503e-20,-1
2020-04-15,-1,-1,1,-1,0,-1,1,-1,-1,0,-1,1,0,1,-1,-1,-1,1,0,1,-1,1.955138194844341e-24,1.5230526537837418e-21,-1
2020-04-16,-1,-1,1,-1,0,-1,1,-1,-1,0,-1,1,0,1,-1,-1,-1,1,0,1,-1,9.451175710890907e-26,7.617647622978071e-23,-1
2020-04-17,-1,-1,1,-1,0,-1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,0,1,-1,3.473432458722301e-27,2.8586349135284538e-24,-1
2020-04-18,-1,-1,1,-1,0,-1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,0,1,-1,2.2793565598096674e-28,1.9032627274410723e-25,-1
2020-04-19,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,0,1,-1,3.6957823152723024e-29,3.115544491774551e-26,-1
2020-04-20,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,0,1,-1,3.342716606170232e-29,2.824595532213846e-26,-1
2020-04-21,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,-1,-1,-1,1,0,1,-1,1.0635936454530555e-28,8.923550685351136e-26,-1
2020-04-22,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,-1,-1,-1,1,0,1,-1,5.091221262221179e-28,4.235896090168021e-25,-1
2020-04-23,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,-1,-1,-1,1,0,1,-1,3.60118604024641e-27,2.956573739042303e-24,-1
2020-04-24,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,-1,-1,-1,1,0,1,-1,3.893229975421422e-26,3.165195970017616e-23,-1
2020-04-25,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,-1,-1,-1,1,0,1,-1,4.797519902555573e-25,3.7996357628240137e-22,-1
2020-04-26,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,4.690031477214509e-24,3.587874080069099e-21,-1
2020-04-27,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,0,0,-1,2.4652988982631443e-23,1.8489741736973582e-20,-1
2020-04-28,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,0,0,-1,5.97828240609101e-23,4.3701244388525284e-20,-1
2020-04-29,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,0,0,-1,5.2909782346255387e-23,3.888869002449771e-20,-1
2020-04-30,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,0,0,-1,9.020829161633634e-24,6.846809333679928e-21,-1
2020-05-01,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,-1,-1,-1,-1,-1,1,0,0,-1,5.284545717613411e-26,4.285766576984476e-23,-1
2020-05-02,-1,-1,1,-1,-1,0,0,-1,-1,1,-1,0,-1,-1,-1,-1,-1,1,0,-1,-1,7.371499377132776e-25,5.81611300855776e-22,-1
2020-05-03,-1,-1,1,-1,-1,0,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,1,0,-1,-1,6.410119156027518e-22,4.435802455971042e-19,-1
2020-05-04,-1,-1,1,-1,-1,0,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,1,0,-1,-1,2.706406768970815e-19,1.4641660620132109e-16,-1
2020-05-05,-1,-1,1,-1,-1,0,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,1,0,-1,-1,8.070286882302407e-19,4.1158463099742274e-16,-1
2020-05-06,-1,-1,1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,7.266045179517367e-20,4.243370384838142e-17,-1
2020-05-07,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,1.3393989550166894e-21,9.000760977712152e-19,-1
2020-05-08,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,1.188678496411987e-23,8.974522647910501e-21,-1
2020-05-09,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,4.127466415042762e-26,3.3515027290147225e-23,-1
2020-05-10,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,7.854138398563523e-29,6.597476254793359e-26,-1
2020-05-11,-1,-1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,3.3850701336041533e-29,2.856999192761905e-26,-1
2020-05-12,-1,-1,0,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,1.1396770167972412e-26,9.299764457065488e-24,-1
2020-05-13,-1,-1,0,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,3.048902173970283e-24,2.347654673957118e-21,-1
2020-05-14,-1,-1,0,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,3.051348068824662e-22,2.1512003885213866e-19,-1
2020-05-15,-1,-1,0,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1.1664230312512519e-20,7.348465096882887e-18,-1
2020-05-16,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,9.85704059328256e-22,6.722501684618705e-19,-1
2020-05-17,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,9.84190868285795e-25,7.7455821334092075e-22,-1
2020-05-18,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,7.374772934598791e-24,5.61220220322968e-21,-1
2020-05-19,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,9.4644026683951e-25,7.457949302695339e-22,-1
2020-05-20,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,3.655465909696388e-25,2.9060953982086287e-22,-1
2020-05-21,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1.2651201158837345e-24,9.931192909687316e-22,-1
2020-05-22,-1,0,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1.4664147952295391e-24,1.1452699550742701e-21,-1
2020-05-23,-1,1,-1,0,-1,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,2.3023617570913585e-22,1.6300721240206818e-19,-1
2020-05-24,-1,1,-1,0,-1,1,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,6.121512042510899e-21,3.917767707206975e-18,-1
2020-05-25,-1,1,-1,0,-1,1,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,7.231517033889147e-20,4.230437464825151e-17,-1
2020-05-26,-1,1,0,0,-1,1,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,4.639763668157096e-19,2.459074744123261e-16,-1
2020-05-27,-1,1,0,1,-1,1,0,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1.9211145005101815e-18,9.182927312438667e-16,-1
2020-05-28,-1,1,0,1,-1,1,1,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,4.436421299533571e-18,1.978643899591973e-15,-1
2020-05-29,-1,1,0,1,-1,1,1,1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,7.094521882479154e-18,3.0151718000536407e-15,-1
2020-05-30,-1,1,0,1,-1,1,1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,6.521696751464503e-18,2.7978079063782717e-15,-1
2020-05-31,0,1,1,1,-1,1,1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,3.0657162537755375e-18,1.4010323279754206e-15,-1
2020-06-01,0,1,1,1,-1,1,1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,4.750192694424347e-20,2.8406152312657594e-17,-1
2020-06-02,0,1,1,1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,0,1,-1,0,100.0,1.0,0
2020-06-03,0,1,1,1,-1,1,1,1,-1,-1,1,1,-1,0,-1,-1,-1,0,1,-1,1,2.603030209108426e-33,2.2333999194150294e-30,1
2020-06-04,0,1,1,1,-1,1,1,1,-1,-1,1,1,-1,0,-1,-1,-1,1,1,-1,1,3.1880699919130946e-34,2.7449282630371746e-31,1
2020-06-05,1,1,1,1,-1,1,1,1,-1,-1,1,1,-1,0,-1,-1,-1,1,1,-1,1,4.987594335046614e-29,4.199554430109249e-26,1
2020-06-06,1,1,1,1,-1,1,1,1,-1,-1,1,1,-1,0,-1,-1,-1,1,1,0,1,1.882918250294583e-23,1.4140716059712317e-20,1
2020-06-07,1,1,1,1,-1,1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,1,1,0,1,2.4795370678080946e-19,1.3463886278197953e-16,1
2020-06-08,1,1,1,1,-1,1,1,1,-1,0,1,1,-1,1,-1,-1,-1,1,1,0,1,4.645222249226042e-18,2.0624786786563626e-15,1
2020-06-09,1,1,1,1,-1,1,1,1,-1,0,1,1,-1,1,-1,-1,-1,1,1,0,1,8.389732051884945e-19,4.2452044182537825e-16,1
2020-06-10,1,1,1,1,-1,1,1,1,-1,0,1,1,-1,1,-1,-1,-1,1,1,0,1,6.240450362154263e-20,3.669384812946707e-17,1
2020-06-11,1,1,1,1,-1,1,1,1,-1,0,1,1,-1,1,-1,-1,-1,1,1,0,1,2.9184480485420115e-23,2.1829991403094246e-20,1
2020-06-12,1,1,1,1,-1,1,1,1,0,0,1,1,-1,1,-1,0,-1,1,1,0,1,3.8681079030759245e-23,2.8778722798884876e-20,1
2020-06-13,1,1,1,1,-1,1,1,1,0,1,1,1,-1,1,-1,0,-1,1,1,0,1,8.473521252129217e-20,4.889221762478558e-17,1
2020-06-14,1,1,1,1,-1,1,1,1,0,1,1,1,-1,1,-1,0,-1,1,1,0,1,2.984840421619055e-17,1.1521484027449553e-14,1
2020-06-15,1,1,1,1,-1,1,1,1,0,1,1,1,-1,1,-1,0,-1,1,1,0,1,2.8374583457795414e-15,6.129620283165528e-13,1
2020-06-16,1,1,1,1,-1,1,1,1,0,1,1,1,-1,1,-1,0,-1,1,1,-1,1,8.823915774310876e-14,1.0765177244659268e-11,1
2020-06-17,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,-1,1,1,-1,1,4.623661087593119e-15,9.201085564310306e-13,1
2020-06-18,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,-1,1,1,-1,1,2.239983919935865e-17,8.80313680534795e-15,1
2020-06-19,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,-1,1,1,-1,1,3.2223112471045185e-18,1.4629293061854515e-15,1
2020-06-20,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,-1,1,1,-1,1,3.510520895220277e-17,1.319955856602824e-14,1
2020-06-21,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,-1,1,1,-1,1,4.302887877455475e-16,1.204808605687533e-13,1
2020-06-22,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,0,1,0,1,1,-1,1,1.8569206464193443e-15,4.2709174867644917e-13,1
2020-06-23,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,0,1,0,1,1,0,1,2.4511513201656577e-17,9.534978635444408e-15,1
2020-06-24,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,0,1,0,1,1,0,1,6.2374124857496666e-18,2.694562193843856e-15,1
2020-06-25,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,0,1,0,1,1,0,1,3.572963585589283e-17,1.339861344595981e-14,1
2020-06-26,1,1,0,1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,0,1,1.4458028276461854e-15,3.419139901153213e-13,1
2020-06-27,1,1,0,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1.5516154182187686e-17,6.284042443786013e-15,1
2020-06-28,1,0,0,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1.1574025886448193e-19,6.562472677616126e-17,1
2020-06-29,1,0,0,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1.725099981535918e-21,1.1489165877029213e-18,1
2020-06-30,1,0,0,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1.1876386823231556e-22,8.527245739080257e-20,1
2020-07-01,1,0,-1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,5.667437814240489e-23,4.1542319178382786e-20,1
2020-07-02,1,0,-1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,6.351495033127926e-23,4.630239879150258e-20,1
2020-07-03,1,-1,-1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,5.587145515195929e-23,4.100964808153812e-20,1
2020-07-04,1,-1,-1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,6.074334444331418e-23,4.434264144361935e-20,1
2020-07-05,1,-1,-1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1.995711747567004e-22,1.4169553407725729e-19,1
2020-07-06,1,-1,-1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,7.385488443583475e-22,5.081216049185431e-19,1
2020-07-07,1,0,-1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1.4042843736090588e-21,9.422748146916785e-19,1
2020-07-08,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1.7763415396509203e-21,1.1794907823282112e-18,1
2020-07-09,1,0,0,0,1,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1.2743072851711705e-21,8.58883110205369e-19,1
2020-07-10,1,0,0,0,1,0,-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,4.3089024410877235e-22,3.0119228063203186e-19,1
2020-07-11,1,0,0,0,1,0,0,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,3.139731783112774e-24,2.4144537412137234e-21,1
2020-07-12,1,1,0,0,1,0,0,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,2.0248410200506416e-24,1.5753263135993992e-21,1
2020-07-13,1,1,1,-1,1,0,0,-1,1,1,1,1,0,1,1,1,1,1,0,1,1,6.084710359562669e-22,4.2167042791769293e-19,1
2020-07-14,1,1,1,-1,1,-1,0,-1,1,1,1,1,0,1,1,1,1,1,0,1,1,3.1415330885024325e-19,1.6870032685258062e-16,1
2020-07-15,1,1,1,0,1,-1,0,-1,1,1,1,1,0,1,1,1,1,1,0,1,1,4.3921886416083145e-17,1.6251097973950763e-14,1
2020-07-16,1,1,1,0,1,-1,0,-1,1,1,1,1,0,1,1,1,1,1,0,1,1,2.2957645900387405e-16,6.979124353717771e-14,1
2020-07-17,1,1,1,0,1,-1,1,-1,1,1,1,1,0,1,1,1,1,1,0,1,1,7.342486830782431e-16,1.9531014969881267e-13,1
2020-07-18,1,1,1,0,1,-1,1,-1,1,1,1,1,0,1,1,1,1,1,0,1,1,2.723546847415871e-15,5.9373321273666e-13,1
2020-07-19,1,1,1,0,1,-1,1,-1,1,1,1,1,0,1,1,1,1,1,-1,1,1,6.980669620143444e-17,2.4432343670502055e-14,1
2020-07-20,1,1,1,1,1,-1,1,-1,1,1,1,1,0,1,1,1,1,1,-1,1,1,4.955060227244369e-19,2.6014066193032937e-16,1
2020-07-21,1,1,1,1,1,-1,1,-1,1,1,1,1,0,1,1,1,1,1,-1,1,1,1.1124523038309442e-21,7.564675666050421e-19,1
2020-07-22,1,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,1,1,1,-1,1,1,2.3472386649649688e-24,1.819109965347851e-21,1
2020-07-23,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,-1,1,1,1.2703319366490456e-25,1.0175358812558854e-22,1
2020-07-24,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,-1,1,1,1.4832728902064907e-25,1.185135039274986e-22,1
2020-07-25,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,-1,1,1,1.5705713521671302e-25,1.2533159390293698e-22,1
2020-07-26,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,-1,1,1,3.938150120355851e-25,3.1268911955625456e-22,1
2020-07-27,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,8.144128456109369e-23,5.896349002223183e-20,1
2020-07-28,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,1.2587012963101283e-20,7.904644140827606e-18,1
2020-07-29,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,6.00980045495775e-19,3.12509623657803e-16,1
2020-07-30,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,6.646085498264949e-19,3.436026202602979e-16,1
2020-07-31,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1.2999608174068801e-17,5.303840135020071e-15,1
2020-08-01,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1.4532067494897037e-17,5.900019402928197e-15,1
2020-08-02,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,8.146304137835604e-16,2.1261853799750927e-13,1
2020-08-03,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,-1,1,0,1,1,7.601548174869491e-15,1.4290910568754644e-12,1
2020-08-04,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,-1,1,0,1,1,2.0640933379179963e-14,3.1993446737728944e-12,1
2020-08-05,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,-1,1,0,1,1,3.124354671673514e-14,4.530314273926595e-12,1
2020-08-06,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,-1,1,0,1,1,2.7589818289264212e-14,4.1108829251003676e-12,1
2020-08-07,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,-1,1,0,1,1,1.5239986695158558e-14,2.5298377913963208e-12,1
2020-08-08,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,-1,1,0,1,1,4.907469857707972e-15,9.667715619684704e-13,1
2020-08-09,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,-1,1,0,1,1,8.617027622392397e-16,2.188725016087669e-13,1
2020-08-10,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,-1,-1,1,0,1,1,6.832725847583565e-17,2.3982867725018314e-14,1
2020-08-11,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,-1,-1,1,0,1,1,2.3696935267579245e-18,1.1137559575762246e-15,1
2020-08-12,1,-1,1,1,1,1,0,1,1,1,1,1,0,1,1,-1,-1,1,0,1,1,2.375898655872689e-20,1.4469222814264678e-17,1
2020-08-13,1,-1,1,1,1,1,0,1,1,1,1,1,0,1,1,-1,-1,1,0,1,1,7.175099765501021e-23,5.2019473299882404e-20,1
2020-08-14,0,-1,1,1,1,1,0,1,1,1,1,1,0,1,0,-1,-1,1,0,1,1,1.2941799616313967e-23,9.758116910700731e-21,1
2020-08-15,0,-1,1,1,1,1,-1,1,1,1,1,0,0,1,0,-1,-1,1,0,1,1,2.5728126418246886e-21,1.6903379056788204e-18,1
2020-08-16,0,-1,1,0,1,1,-1,1,1,1,1,0,0,1,0,-1,-1,1,0,1,1,2.7336621756698887e-19,1.4761775748617399e-16,1
2020-08-17,0,-1,1,0,1,1,-1,1,1,1,1,0,0,1,0,-1,-1,1,0,1,1,8.396486790119999e-18,3.5013349914800395e-15,1
2020-08-18,0,-1,1,0,1,1,-1,1,1,1,1,0,0,1,0,-1,-1,1,0,1,1,2.970631660551955e-16,8.614831815600669e-14,1
2020-08-19,0,-1,1,0,1,1,-1,1,1,1,1,-1,0,0,-1,-1,-1,1,0,1,1,2.8247098079103814e-15,6.129620283165528e-13,1
2020-08-20,-1,-1,1,0,1,1,-1,1,1,1,1,-1,0,0,-1,-1,-1,1,0,1,1,1.5935213632930456e-14,2.6147648583511493e-12,1
2020-08-21,-1,-1,1,-1,1,1,-1,1,1,1,0,-1,0,0,-1,-1,-1,1,0,1,0,100.0,1.0,0
2020-08-22,-1,-1,1,-1,1,1,-1,1,1,1,0,-1,0,0,-1,-1,-1,1,0,1,0,100.0,1.0,0
2020-08-23,-1,-1,1,-1,1,1,-1,1,1,1,0,-1,0,-1,-1,-1,-1,1,0,1,-1,2.5496077007818094e-20,1.5476118743745584e-17,-1
2020-08-24,-1,-1,1,-1,1,1,-1,1,1,1,0,-1,0,-1,-1,-1,-1,1,0,1,-1,4.871718754388496e-20,2.908416096369932e-17,-1
2020-08-25,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,0,1,-1,5.313979136475766e-17,1.9024045308583243e-14,-1
2020-08-26,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,0,1,-1,8.894974526017154e-18,3.691414428297119e-15,-1
2020-08-27,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,0,1,-1,7.291241481479908e-19,3.74781325090985e-16,-1
2020-08-28,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,0,0,-1,2.194961968468778e-17,8.69204939513636e-15,-1
2020-08-29,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,0,0,-1,2.4205411485515344e-14,3.679222545798332e-12,-1
2020-08-30,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,0,0,-1,1.5607812492396396e-13,1.6388203117016214e-11,-1
2020-08-31,-1,-1,1,-1,1,1,0,1,1,1,-1,-1,0,-1,-1,-1,-1,1,0,0,-1,1.4662266059910874e-14,2.5072474962447596e-12,-1
